original_index,Sentence,LLM_label(0/1/2),LLM三分类标签,bert_prediction,BERT三分类预测,情绪类型,隐含情绪,is_correct
22419,#课间十分钟#学霸日常#校园随拍#高三#理科生#学霸#广州立行学校#广州艺考文化课冲刺#广州立行学校艺考文化课,1,负面,2,正面,隐含情绪,焦虑/正面,0
4639,主要就是对爱大执念太深了 完全不想去别的学校,1,负面,1,负面,显性情绪,,0
47615,这英文根本看不懂,0,中性,0,中性,中性,中性,1
5749,回复：留子的信仰就是：速冻即永生[捂嘴笑R]坚强,1,负面,0,中性,显性情绪,,0
23455,回复：宝宝 打电话不通可以去阳光高考网问或者看相近的 里面话会比电话里的老师直白 但是感觉可以试一下 但是不能挑专业 服从调剂是有机会的应该,1,负面,1,负面,隐含情绪,焦虑,0
1132,天呢好划算 俺在江苏这边 不算老也不算好的房子都得1000+,1,负面,0,中性,显性情绪,,0
37673,尽量京内吧，因为你最终还是会回到北京就业，北京企业基本很少去京外大学校招,0,中性,1,负面,中性,中性,1
65551,回复：辛苦你了，那就不理他，纯纯坏种,0,中性,0,中性,中性,中性,0
8130,回复：是的，不补课的学霸少之又少，大部分是摆烂的,1,负面,0,中性,显性情绪,,1
17909,回复：那你可能人如其名,1,负面,0,中性,显性情绪,,1
10007,怒dian,1,负面,1,负面,显性情绪,,1
1429,哇，不可能哇，你这可是人大啊,1,负面,0,中性,显性情绪,,0
2620,回复：我记得我当时有个大姐，40来岁，数学纯蒙，对不到5题，后来她照样考了人大，加油,1,负面,2,正面,显性情绪,,0
22696,虽然但是不知道河北难度怎么样，单看我们学校的话，每次考试普通班都会嚎难的我们班都觉得还好，平均分每次都能44多点,1,负面,0,中性,隐含情绪,焦虑,1
62305,如果你想拥有言论自由游行示威自由这些一般是在国外才能真正获得的自由的话，你就要承受国外的枪支自由以及在很多方面政府不会出面来保护你,0,中性,0,中性,中性,中性,0
16240,这就像有一道高年级的题目，你是低年级没学过也解不出来是很正常的一回事，哪怕你长大了学习了更多知识比高年级还要厉害并且现在会解这道题了，那也是别人的答题卡,1,负面,1,负面,显性情绪,,0
46723,有点太侮辱境外势力了，实际上之前关于张桂梅的报道在海外全都是赞扬和敬佩，图上这种评论都是纯境内,0,中性,1,负面,中性,中性,0
58682,这只是一种现象，原因是小时候被父母暴力打压，贬低,0,中性,0,中性,中性,中性,1
61836,回复：我在看发言猜性别比赛里得到了第一名的好成绩,0,中性,2,正面,中性,中性,0
28430,回过头发现一切苦吃得都不值得,0,中性,0,中性,中性,中性,0
30916,最后就是如果要走美术生的道路高一完全来得及，我就是这个时候开始学的，保持好你的文化分优势，在美术生里很有竞争力,0,中性,1,负面,中性,中性,0
44100,然后根据娃的脸型，简单剪个清爽短发，比如两边推短，上面稍微留长，用剪刀修剪出层次感，简直了😎,0,中性,0,中性,中性,中性,0
26355,回复：我用了好多方法去融入他们就是融不进去,1,负面,0,中性,隐含情绪,孤独,1
9594,同款妈妈 在家做了很多事情很多家务 洗完碗忘记盖上盖子 她回家都会把我骂一顿 说做事情总是要她来收拾 永远看不到我的付出,1,负面,1,负面,显性情绪,,1
35900,我回山东老家给我表弟陪读了一个月发现这个作息比我们老家还不抽象，结果到高三了有同学在宿舍水房自己学到晚上十二点,0,中性,0,中性,中性,中性,1
55376,大可不必,0,中性,0,中性,中性,中性,1
13194,但千万不要躲起来痛苦,1,负面,1,负面,显性情绪,,0
22655,全国11个面授点+住宿全攻略 📍 面授集训城市：天津、上海、广州、杭州、长沙、武汉、昆明、西安、沈阳、南京、成都 🏨 分城市食宿详情： ✅ 天津（总部） 上课：天津金美达酒店 住宿：单人间180元/天，双人间90元/天（不含早） ✅ 上海 上课：慕思睡眠酒店（虹桥国家会展中心旗舰店） 住宿：单人间280元/天，双人间140元/天（不含早） ✅ 广州 上课：广州南航明珠空港大酒店 住宿：单人间200元/天，双人间100元/天（不含早） ✅ 杭州 上课：杭州东新瑞莱克斯酒店（新天地运河店） 住宿：单人间220元/天，双人间110元/天（不含早） ✅ 长沙 上课：宇成朝阳酒店 住宿：标准两人间130元/天（不含早），单人间150元/天（含早） ✅ 武汉（法考） 上课：白兰宴会酒店 住宿：标准两人间/单人间160元/天（不含早） ✅ 昆明 上课：铭春花园温泉度假酒店 住宿：标准两人间/单人间200元/天（含早） ✅ 西安 上课：西安宾馆（南门小寨店） 住宿：标准两人间/单人间180元/天（不含早） ✅ 沈阳 上课：沈阳富华酒店 住宿：标双150元/天、标单120元/天、标准3人165元/天（不含早） ✅ 南京 上课：南京万汇城酒店 住宿：标准两人间/单人间220元/天（含早） ✅ 成都 上课：成都刘家花园酒店 住宿：普双150元/天、豪双190元/天（不含早） #众合#法考#法考备考#法考众合#法考笔记#法考加油#面授#法考加油#26法考#法考学习打卡,2,正面,0,中性,隐含情绪,正面,0
7794,每次回来都会哭死，主要是又要一个人在异国他乡辛苦地生活，对家里倒没啥留恋的…,1,负面,1,负面,显性情绪,,1
26804,如果你父母经常欺负你，长大后别人也会欺负你,1,负面,0,中性,隐含情绪,自卑,1
61512,他这种行为本来就不对，是该离他远点,0,中性,0,中性,中性,中性,0
71172,感觉办校园卡学长学姐都没说清楚弊端，我之前的一个学姐上来就让我办卡，我都不知道有啥不好的地方，而且月租有点贵我也没办，后来进了学校才发现根本不需要校园卡，寝室里教室里都有网，我不打游戏就玩玩手机，一个月自己流量50个g加校园网也够用,0,中性,1,负面,中性,中性,0
7191,当然这么比也不公平，因为大学选拔模式不同,1,负面,0,中性,显性情绪,,1
67823,",🐬",0,中性,0,中性,中性,中性,1
12208,我是哀其不幸，怒其不争,1,负面,0,中性,显性情绪,,1
729,爽,1,负面,2,正面,显性情绪,,0
53150,​ ​农村离异女性的户籍，从夫家迁离后，大多数是迁回父母家,0,中性,0,中性,中性,中性,1
5903,回复：那就㊗️你有光明未来 狠狠摆脱各种缺德人,1,负面,0,中性,显性情绪,,0
26529,我靠，真的吗，我之前分数出来了看了一下没挂就没仔细看，结果今天才发现我的分数比别人低，关键我没旷课没请假没迟到平时作业分数也可以而且还有课堂互动，真的不知道为啥比他们低,1,负面,0,中性,隐含情绪,自卑,1
27100,老师来了还批评我，校长也来了，我直接噼里啪啦把我被欺负的一股脑儿说出来了,1,负面,0,中性,隐含情绪,委屈,0
22179,其实就是一堆牛马给有钱人打工卖身 不分文科理科哈,1,负面,0,中性,隐含情绪,自卑,1
24822,还有一点，孩子按照自己的判断父母错了，父母各种不承认，孩子会怀疑自己的判断,1,负面,0,中性,隐含情绪,委屈,1
61233,”在这个缺少爸爸的家庭里，我学会了独立，学会照顾自己，学会不让妈妈为我操心,0,中性,1,负面,中性,中性,0
40113,回复：嗯 挺傲的但不娇直男会莫名其妙,0,中性,0,中性,中性,中性,1
41737,重油污用什么清洁剂啊,0,中性,0,中性,中性,中性,1
12054,是的，我喜欢的明星说他想要一个孩子，因为想要像自己的妈妈爱自己照顾自己长大那样，去把这种爱给到自己的孩子,1,负面,1,负面,显性情绪,,0
59235,然后他也不怎么出去旅游啥的,0,中性,1,负面,中性,中性,1
34087,那浙江600分滑档上二本是,0,中性,0,中性,中性,中性,0
21416,回复：那你应该笑她，白白做了那么多,1,负面,0,中性,显性情绪,,1
47328,高三108张卷子,0,中性,0,中性,中性,中性,0
1721,要知道现在的网络环境，任何事情都有让找出可以批评的点,1,负面,0,中性,显性情绪,,1
10208,很失望 感觉这个世界默认重男轻女 即便是家里人尽力平等的对待孩子 在外界看来也是补偿女生 好像觉得之后女的 永远属于另一个家一样 其实另一个家似乎也不能完全融入 前期的弥补似乎可以给到父母自己安慰 实则不然只是虚假的公平 女性永远处于低处 似乎永远得不到公平 故意的弱化 不把他们当作是自己人 即便是女性本身 也会下意识的对同性有敌意 每个人都是独立的主体 什么时候才能让所有人意识到 一个人是完全独立于一个团体的存在 而不是依附任何一个社会身份 革命尚未成功 同志们仍需努力 #女性,1,负面,0,中性,显性情绪,,1
72091,尽到留痕义务，不用回，照样发,0,中性,0,中性,中性,中性,1
26759,我不怪没有做出伤害的行为，只是没有和我做朋友了的朋友,1,负面,0,中性,隐含情绪,孤独,1
17869,那这是美国、法国的问题，学校不管，家长也得管，未成年人性行为什么的也太恶劣了,1,负面,1,负面,显性情绪,,1
9050,回复：这是付费小手机，之前买了有售后群，现在好像卖的是无售后的，可能应该就没有售后群了,1,负面,0,中性,显性情绪,,0
38736,可以的话我只想一辈子读书做题,0,中性,0,中性,中性,中性,0
71175,我妹她们学校的卡也是，大一便宜大二就贵,0,中性,0,中性,中性,中性,0
25453,回复：抱抱呀，我爸妈好像是因为丢了个东西，就吵起来的,1,负面,1,负面,隐含情绪,焦虑,1
61294,我现在碰到的就是男单亲，38岁，父母5岁离婚，爸爸三婚并且有个儿子,0,中性,0,中性,中性,中性,1
59863,新人都不让加班了,0,中性,1,负面,中性,中性,0
1776,绘画作者们汇总-图一： 图二和图五： 图三： 图四： 图六： 图七： 图八： 图九： 图十：📸 图十一： 图十二：🍟 图十三： 图十四： 图十五： 图十六： 图十七： 图十八： 以上共有18张作品，17个绘画的清华美院同学,1,负面,0,中性,显性情绪,,0
59108,但這並不意味著選擇B就是無條件的愛，會是部分定義，但不是全部（我覺得）,0,中性,1,负面,中性,中性,0
66894,回复：我哥他们高中十点多放学,0,中性,0,中性,中性,中性,1
